"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","country","city","date","revenue_30"
"630",945564,"la Dreta de l'Eixample",41.38771,2.16493,"Apartment","Entire home/apt",5,3,5,120,3,1125,25,"spain","barcelona","2020-07-17",600
"631",946122,"la Vila Olímpica del Poblenou",41.39336,2.19458,"Apartment","Entire home/apt",4,2,1,130,4,90,16,"spain","barcelona","2020-07-17",1820
"632",946881,"la Nova Esquerra de l'Eixample",41.38517,2.14861,"Apartment","Entire home/apt",4,1,1,55,4,180,16,"spain","barcelona","2020-07-17",770
"633",947269,"la Nova Esquerra de l'Eixample",41.38127,2.15475,"Apartment","Entire home/apt",10,4,6,200,2,1125,0,"spain","barcelona","2020-07-17",6000
"634",950784,"el Raval",41.38577,2.16499,"Apartment","Private room",2,1,1,29,1,25,0,"spain","barcelona","2020-07-17",870
"635",951364,"l'Antiga Esquerra de l'Eixample",41.39288,2.15321,"Apartment","Entire home/apt",4,1,2,94,2,365,17,"spain","barcelona","2020-07-17",1222
"636",953280,"la Dreta de l'Eixample",41.40096,2.16799,"Apartment","Entire home/apt",5,2,4,105,2,365,30,"spain","barcelona","2020-07-17",0
"637",953750,"el Raval",41.38334,2.16877,"Apartment","Private room",2,1,1,49,3,1125,0,"spain","barcelona","2020-07-17",1470
"638",954380,"el Raval",41.38317,2.1663,"Condominium","Private room",4,1,2,35,1,12,0,"spain","barcelona","2020-07-17",1050
"639",956256,"Sant Antoni",41.37525,2.15091,"Apartment","Entire home/apt",5,3,3,80,2,1125,15,"spain","barcelona","2020-07-17",1200
"640",956768,"la Sagrada Família",41.40048,2.17349,"Apartment","Entire home/apt",8,3,5,252,3,1125,29,"spain","barcelona","2020-07-17",252
"641",957402,"el Poble Sec",41.37149,2.15155,"Apartment","Entire home/apt",2,1,1,87,3,1125,20,"spain","barcelona","2020-07-17",870
"642",957657,"el Poble Sec",41.37366,2.16613,"Apartment","Entire home/apt",6,2,4,80,3,25,26,"spain","barcelona","2020-07-17",320
"643",958946,"Sant Antoni",41.37933,2.16106,"Condominium","Entire home/apt",4,3,4,148,5,120,24,"spain","barcelona","2020-07-17",888
"644",959089,"el Putxet i el Farró",41.40657,2.14899,"Apartment","Entire home/apt",4,2,2,260,2,1125,24,"spain","barcelona","2020-07-17",1560
"645",959840,"el Barri Gòtic",41.37909,2.17607,"Loft","Private room",2,1,1,49,1,5,13,"spain","barcelona","2020-07-17",833
"646",959880,"el Barri Gòtic",41.38111,2.17543,"Bed and breakfast","Private room",2,1,1,49,1,5,24,"spain","barcelona","2020-07-17",294
"647",961548,"la Vila de Gràcia",41.40434,2.15291,"Apartment","Entire home/apt",4,2,3,92,3,1125,7,"spain","barcelona","2020-07-17",2116
"648",963109,"el Barri Gòtic",41.38115,2.18019,"Apartment","Entire home/apt",6,3,6,170,3,1125,0,"spain","barcelona","2020-07-17",5100
"649",963289,"la Nova Esquerra de l'Eixample",41.37939,2.14885,"Apartment","Entire home/apt",6,3,3,130,3,90,0,"spain","barcelona","2020-07-17",3900
"650",963533,"l'Antiga Esquerra de l'Eixample",41.38366,2.16055,"Apartment","Entire home/apt",12,6,9,230,3,60,0,"spain","barcelona","2020-07-17",6900
"651",965036,"la Nova Esquerra de l'Eixample",41.37921,2.14801,"Apartment","Entire home/apt",5,3,3,120,3,30,30,"spain","barcelona","2020-07-17",0
"652",965681,"l'Antiga Esquerra de l'Eixample",41.38542,2.16177,"Apartment","Entire home/apt",6,3,5,100,3,60,22,"spain","barcelona","2020-07-17",800
"653",965712,"l'Antiga Esquerra de l'Eixample",41.38507,2.16128,"Apartment","Entire home/apt",6,3,6,99,1,1125,0,"spain","barcelona","2020-07-17",2970
"654",965733,"Sant Antoni",41.38398,2.16102,"Apartment","Entire home/apt",12,5,9,230,3,30,7,"spain","barcelona","2020-07-17",5290
"655",966895,"Sant Pere, Santa Caterina i la Ribera",41.38642,2.17565,"Apartment","Private room",2,1,2,35,3,60,29,"spain","barcelona","2020-07-17",35
