"","country","city","date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30"
"1831","belgium","antwerp","2020-05-27",37283347,"Nieuw - Kwartier Oost",51.19272,4.4336,"Apartment","Entire home/apt",4,1,1,80,2,1125,23
"1832","belgium","antwerp","2020-05-27",37362856,"Stadspark",51.2092,4.42283,"Apartment","Entire home/apt",2,1,1,50,4,30,29
"1833","belgium","antwerp","2020-05-27",37363210,"Brederode",51.20037,4.39035,"Apartment","Entire home/apt",8,3,3,119,1,1125,30
"1834","belgium","antwerp","2020-05-27",37374440,"Stuivenberg",51.22178,4.43665,"Apartment","Entire home/apt",1,0,1,40,1,1125,0
"1835","belgium","antwerp","2020-05-27",37417442,"Groenenhoek",51.20046,4.43815,"Apartment","Entire home/apt",4,2,2,30,7,300,0
"1836","belgium","antwerp","2020-05-27",37422949,"Universiteitsbuurt",51.22099,4.41298,"Apartment","Private room",2,1,1,45,2,7,0
"1837","belgium","antwerp","2020-05-27",37472787,"Borgerhout Intra Muros Zuid",51.21346,4.43223,"Apartment","Private room",2,1,1,35,2,1125,30
"1838","belgium","antwerp","2020-05-27",37475845,"Linkeroever",51.22724,4.38656,"Apartment","Private room",2,1,1,55,1,60,25
"1839","belgium","antwerp","2020-05-27",37494456,"Stuivenberg",51.21946,4.43143,"Apartment","Entire home/apt",2,2,1,90,1,1125,0
"1840","belgium","antwerp","2020-05-27",37523098,"Historisch Centrum",51.22629,4.39938,"Loft","Entire home/apt",4,2,2,128,2,120,22
"1841","belgium","antwerp","2020-05-27",37529748,"Historisch Centrum",51.22382,4.40182,"Apartment","Entire home/apt",12,3,7,45,1,5,5
"1842","belgium","antwerp","2020-05-27",37582674,"Historisch Centrum",51.22624,4.40168,"Apartment","Entire home/apt",2,1,2,60,3,1125,30
"1843","belgium","antwerp","2020-05-27",37584550,"Borgerhout Extra Muros",51.20102,4.44506,"House","Entire home/apt",4,2,2,65,1,1125,25
"1844","belgium","antwerp","2020-05-27",37591996,"Amandus - Atheneum",51.22081,4.41807,"Apartment","Entire home/apt",6,1,3,100,1,1125,0
"1845","belgium","antwerp","2020-05-27",37596009,"Universiteitsbuurt",51.22079,4.40542,"Apartment","Entire home/apt",2,1,1,60,2,12,0
"1846","belgium","antwerp","2020-05-27",37668599,"Historisch Centrum",51.2188,4.39892,"Apartment","Entire home/apt",4,2,2,120,2,94,15
"1847","belgium","antwerp","2020-05-27",37670055,"Zuid",51.2078,4.38944,"Apartment","Entire home/apt",2,1,1,75,2,100,29
"1848","belgium","antwerp","2020-05-27",37703141,"Eilandje",51.23098,4.4158,"Apartment","Private room",2,1,1,40,3,14,25
"1849","belgium","antwerp","2020-05-27",37704115,"Haringrode",51.20116,4.4271,"House","Private room",2,2,2,50,1,1,0
"1850","belgium","antwerp","2020-05-27",37711662,"Sint-Andries",51.21253,4.40062,"Apartment","Entire home/apt",2,1,1,85,1,1125,0
"1851","belgium","antwerp","2020-05-27",37715254,"Centraal Station",51.21598,4.41924,"Apartment","Entire home/apt",2,1,1,85,1,5,0
"1852","belgium","antwerp","2020-05-27",37716619,"Deurne Zuid West",51.20861,4.46002,"Apartment","Entire home/apt",7,3,7,77,2,1125,30
"1853","belgium","antwerp","2020-05-27",37719535,"Sint-Andries",51.21397,4.39522,"Apartment","Entire home/apt",3,1,2,70,2,1125,0
"1854","belgium","antwerp","2020-05-27",37730967,"Markgrave",51.19917,4.39832,"Townhouse","Private room",3,2,2,60,1,1125,8
"1855","belgium","antwerp","2020-05-27",37735334,"Markgrave",51.19884,4.40324,"Townhouse","Private room",3,1,2,73,2,365,29
"1856","belgium","antwerp","2020-05-27",37774325,"Zurenborg",51.20856,4.42907,"Bed and breakfast","Private room",2,1,1,35,2,14,28
"1857","belgium","antwerp","2020-05-27",37792685,"Haringrode",51.20094,4.42183,"Apartment","Entire home/apt",2,1,1,95,2,1125,28
"1858","belgium","antwerp","2020-05-27",37794999,"Historisch Centrum",51.22009,4.40444,"Apartment","Private room",2,1,1,45,1,1125,0
"1859","belgium","antwerp","2020-05-27",37804743,"Stadspark",51.20705,4.41048,"Apartment","Entire home/apt",4,1,2,999,7,1125,0
"1860","belgium","antwerp","2020-05-27",37806838,"Stadspark",51.20741,4.41007,"Apartment","Entire home/apt",6,2,3,999,7,1125,0
"1861","belgium","antwerp","2020-05-27",37807467,"Stadspark",51.20874,4.41008,"Apartment","Entire home/apt",8,3,4,999,7,1125,26
"1862","belgium","antwerp","2020-05-27",37821540,"Nieuw - Kwartier West",51.1834,4.42929,"Apartment","Entire home/apt",3,1,2,60,3,1125,29
"1863","belgium","antwerp","2020-05-27",37829815,"Historisch Centrum",51.21836,4.4045,"Apartment","Private room",2,1,1,28,1,60,0
"1864","belgium","antwerp","2020-05-27",37833346,"Stadspark",51.20742,4.41175,"Apartment","Entire home/apt",8,3,4,999,7,1125,26
"1865","belgium","antwerp","2020-05-27",37857932,"Groenenhoek",51.19713,4.43789,"Apartment","Entire home/apt",2,0,1,70,1,5,29
"1866","belgium","antwerp","2020-05-27",37860100,"Historisch Centrum",51.21977,4.40153,"Apartment","Entire home/apt",6,2,3,58,2,20,0
"1867","belgium","antwerp","2020-05-27",37869296,"Amandus - Atheneum",51.2249,4.41982,"Apartment","Entire home/apt",2,0,1,39,1,1125,0
"1868","belgium","antwerp","2020-05-27",37907910,"Deurne Zuid Oost",51.21205,4.47982,"Castle","Shared room",16,1,39,27,1,1125,27
"1869","belgium","antwerp","2020-05-27",37925930,"Zuid",51.2094,4.39998,"Apartment","Entire home/apt",2,1,1,59,5,1125,1
"1870","belgium","antwerp","2020-05-27",37930611,"Theaterbuurt-Meir",51.21492,4.40893,"Apartment","Entire home/apt",4,1,1,75,1,1125,5
"1871","belgium","antwerp","2020-05-27",37941621,"Centraal Station",51.21299,4.41807,"Apartment","Entire home/apt",2,1,1,100,2,1125,28
"1872","belgium","antwerp","2020-05-27",37964261,"Historisch Centrum",51.21997,4.40075,"Condominium","Entire home/apt",4,2,2,110,1,1125,30
"1873","belgium","antwerp","2020-05-27",37981931,"Zurenborg",51.20903,4.42647,"House","Private room",2,1,1,50,2,6,0
"1874","belgium","antwerp","2020-05-27",38017243,"Historisch Centrum",51.2183,4.40024,"Condominium","Entire home/apt",4,2,2,100,1,1125,30
"1875","belgium","antwerp","2020-05-27",38040323,"Stuivenberg",51.23082,4.42108,"Apartment","Private room",2,1,2,40,1,3,0
"1876","belgium","antwerp","2020-05-27",38063333,"Borgerhout Intra Muros Zuid",51.21581,4.4298,"Barn","Shared room",1,1,1,80,1,1125,29
"1877","belgium","antwerp","2020-05-27",38063385,"Amandus - Atheneum",51.2228,4.42019,"Condominium","Private room",2,0,1,50,1,1125,0
"1878","belgium","antwerp","2020-05-27",38064570,"Borgerhout Intra Muros Noord",51.21765,4.44611,"Barn","Shared room",1,1,1,20,1,3,0
"1879","belgium","antwerp","2020-05-27",38066912,"Amandus - Atheneum",51.22281,4.41884,"Condominium","Private room",2,0,1,45,1,1125,16
"1880","belgium","antwerp","2020-05-27",38080630,"Historisch Centrum",51.22049,4.40096,"Apartment","Entire home/apt",10,2,6,45,1,5,27
"1881","belgium","antwerp","2020-05-27",38086166,"Borgerhout Extra Muros",51.21198,4.45336,"Apartment","Entire home/apt",2,1,1,50,2,14,0
"1882","belgium","antwerp","2020-05-27",38092575,"Historisch Centrum",51.2225,4.40111,"Apartment","Entire home/apt",4,2,2,140,2,5,0
"1883","belgium","antwerp","2020-05-27",38098725,"Historisch Centrum",51.22011,4.40098,"Condominium","Entire home/apt",4,2,2,110,1,1125,0
"1884","belgium","antwerp","2020-05-27",38099457,"Eilandje",51.22995,4.41227,"Apartment","Entire home/apt",7,3,7,120,30,1125,30
"1885","belgium","antwerp","2020-05-27",38115282,"Eilandje",51.22718,4.40713,"Apartment","Entire home/apt",2,1,1,250,4,7,30
"1886","belgium","antwerp","2020-05-27",38126665,"Historisch Centrum",51.22175,4.40479,"Boutique hotel","Private room",2,1,2,39,1,1125,0
"1887","belgium","antwerp","2020-05-27",38126933,"Historisch Centrum",51.22094,4.39973,"Apartment","Private room",2,1,1,61,2,20,0
"1888","belgium","antwerp","2020-05-27",38143253,"Zuid",51.21053,4.39529,"Apartment","Entire home/apt",2,1,1,55,2,1125,23
"1889","belgium","antwerp","2020-05-27",38149971,"Historisch Centrum",51.22269,4.40241,"Loft","Entire home/apt",2,1,1,90,2,30,30
"1890","belgium","antwerp","2020-05-27",38180150,"Borgerhout Intra Muros Zuid",51.21345,4.43027,"Apartment","Entire home/apt",4,1,2,60,2,1125,29
"1891","belgium","antwerp","2020-05-27",38202647,"Borgerhout Extra Muros",51.20252,4.44852,"Apartment","Entire home/apt",2,1,1,45,1,1125,0
"1892","belgium","antwerp","2020-05-27",38208119,"Theaterbuurt-Meir",51.21802,4.40925,"Loft","Entire home/apt",2,1,1,75,2,14,7
"1893","belgium","antwerp","2020-05-27",38208194,"Historisch Centrum",51.22418,4.40304,"Apartment","Entire home/apt",2,1,1,99,30,365,5
"1894","belgium","antwerp","2020-05-27",38213256,"Haringrode",51.20312,4.42925,"Townhouse","Entire home/apt",6,3,4,230,2,1125,30
"1895","belgium","antwerp","2020-05-27",38255134,"Markgrave",51.20012,4.4064,"Apartment","Entire home/apt",4,2,4,200,1,30,1
"1896","belgium","antwerp","2020-05-27",38256390,"Universiteitsbuurt",51.22508,4.40592,"Apartment","Entire home/apt",2,1,1,95,1,1125,0
"1897","belgium","antwerp","2020-05-27",38256648,"Zuid",51.20846,4.39516,"Apartment","Entire home/apt",3,2,3,65,3,1125,0
"1898","belgium","antwerp","2020-05-27",38271062,"Brederode",51.20639,4.39991,"Apartment","Entire home/apt",6,3,3,150,6,1125,0
"1899","belgium","antwerp","2020-05-27",38277057,"Centraal Station",51.21596,4.41944,"Apartment","Entire home/apt",2,0,1,65,2,5,29
"1900","belgium","antwerp","2020-05-27",38281107,"Historisch Centrum",51.22008,4.40192,"Hotel","Private room",2,1,1,180,1,30,16
"1901","belgium","antwerp","2020-05-27",38281297,"Historisch Centrum",51.22024,4.40151,"Hotel","Private room",2,1,1,150,1,1125,16
"1902","belgium","antwerp","2020-05-27",38281578,"Historisch Centrum",51.21888,4.40175,"Aparthotel","Hotel room",2,1,0,160,1,1125,16
"1903","belgium","antwerp","2020-05-27",38281744,"Historisch Centrum",51.2185,4.40282,"Hotel","Private room",2,1,1,150,1,1125,16
"1904","belgium","antwerp","2020-05-27",38282034,"Historisch Centrum",51.2202,4.40305,"Hotel","Private room",2,1,1,150,1,1125,16
"1905","belgium","antwerp","2020-05-27",38342702,"Borgerhout Intra Muros Noord",51.21626,4.44711,"Barn","Shared room",1,1,1,18,1,7,29
"1906","belgium","antwerp","2020-05-27",38344104,"Historisch Centrum",51.22048,4.39935,"Apartment","Entire home/apt",4,1,2,120,2,1125,0
"1907","belgium","antwerp","2020-05-27",38352422,"Universiteitsbuurt",51.21992,4.40795,"Apartment","Entire home/apt",4,2,3,79,1,1125,0
"1908","belgium","antwerp","2020-05-27",38358684,"Markgrave",51.19601,4.40866,"Loft","Entire home/apt",8,3,5,199,1,1125,30
"1909","belgium","antwerp","2020-05-27",38366022,"Brederode",51.20612,4.40081,"Apartment","Entire home/apt",2,1,1,45,180,1125,0
"1910","belgium","antwerp","2020-05-27",38379914,"Zuid",51.20919,4.39182,"Apartment","Entire home/apt",2,1,1,120,1,7,0
"1911","belgium","antwerp","2020-05-27",38394414,"Eilandje",51.22998,4.41774,"Apartment","Entire home/apt",4,0,2,75,1,1125,0
"1912","belgium","antwerp","2020-05-27",38399285,"Historisch Centrum",51.22576,4.40357,"Apartment","Entire home/apt",2,0,1,63,2,1125,0
"1913","belgium","antwerp","2020-05-27",38405610,"Brederode",51.20404,4.39108,"House","Entire home/apt",5,3,3,125,2,50,30
"1914","belgium","antwerp","2020-05-27",38419944,"Theaterbuurt-Meir",51.21174,4.40184,"Apartment","Entire home/apt",2,1,1,69,1,7,0
"1915","belgium","antwerp","2020-05-27",38420633,"Amandus - Atheneum",51.22283,4.41977,"Apartment","Entire home/apt",2,1,1,70,1,1125,0
"1916","belgium","antwerp","2020-05-27",38445928,"Hoogte",51.17368,4.40566,"House","Entire home/apt",5,2,5,110,4,30,0
"1917","belgium","antwerp","2020-05-27",38452589,"Historisch Centrum",51.222,4.40166,"Apartment","Entire home/apt",3,0,2,79,1,30,26
"1918","belgium","antwerp","2020-05-27",38470295,"Centraal Station",51.21684,4.42783,"Apartment","Entire home/apt",2,1,1,37,1,1125,1
"1919","belgium","antwerp","2020-05-27",38504469,"Sint-Andries",51.21309,4.39562,"Apartment","Entire home/apt",11,2,6,60,1,1125,30
"1920","belgium","antwerp","2020-05-27",38547231,"Stadspark",51.20629,4.41427,"Apartment","Entire home/apt",2,1,1,60,1,2,2
"1921","belgium","antwerp","2020-05-27",38547626,"Centraal Station",51.21756,4.42584,"Apartment","Entire home/apt",2,0,1,70,2,1125,25
"1922","belgium","antwerp","2020-05-27",38557521,"Borgerhout Intra Muros Noord",51.21708,4.42971,"House","Entire home/apt",4,1,2,95,2,2,0
"1923","belgium","antwerp","2020-05-27",38559466,"Borgerhout Intra Muros Zuid",51.21171,4.43081,"House","Entire home/apt",6,3,4,194,2,1125,0
"1924","belgium","antwerp","2020-05-27",38561071,"Stadspark",51.20671,4.41848,"House","Entire home/apt",16,7,16,250,15,1124,29
"1925","belgium","antwerp","2020-05-27",38573787,"Theaterbuurt-Meir",51.21471,4.40984,"Apartment","Private room",3,1,2,100,2,365,0
"1926","belgium","antwerp","2020-05-27",38594194,"Oud - Berchem",51.20431,4.43245,"Apartment","Entire home/apt",2,0,2,45,3,30,0
"1927","belgium","antwerp","2020-05-27",38604782,"Deurne Zuid Oost",51.21249,4.48185,"Castle","Shared room",16,1,38,27,1,1125,27
"1928","belgium","antwerp","2020-05-27",38611856,"Historisch Centrum",51.21828,4.40211,"House","Entire home/apt",16,9,24,550,7,1125,28
"1929","belgium","antwerp","2020-05-27",38643315,"Universiteitsbuurt",51.22194,4.40674,"Condominium","Entire home/apt",2,1,1,130,2,20,0
"1930","belgium","antwerp","2020-05-27",38643850,"Theaterbuurt-Meir",51.21629,4.40233,"Condominium","Entire home/apt",3,1,1,46,2,1125,1
"1931","belgium","antwerp","2020-05-27",38668739,"Eilandje",51.23352,4.40563,"Apartment","Entire home/apt",3,1,1,48,3,1125,0
"1932","belgium","antwerp","2020-05-27",38683692,"Historisch Centrum",51.21821,4.39859,"Apartment","Entire home/apt",2,1,1,80,2,5,0
"1933","belgium","antwerp","2020-05-27",38699681,"Centraal Station",51.21744,4.41839,"Apartment","Entire home/apt",10,3,5,182,1,29,30
"1934","belgium","antwerp","2020-05-27",38719338,"Centraal Station",51.21945,4.41678,"Apartment","Entire home/apt",2,0,1,55,1,1125,25
"1935","belgium","antwerp","2020-05-27",38730321,"Brederode",51.20181,4.39503,"Apartment","Entire home/apt",1,0,1,35,5,1125,29
"1936","belgium","antwerp","2020-05-27",38766959,"Zuid",51.20785,4.38864,"Apartment","Entire home/apt",2,1,1,200,3,1000,18
"1937","belgium","antwerp","2020-05-27",38769561,"Amandus - Atheneum",51.22124,4.42002,"Apartment","Entire home/apt",4,2,3,70,1,1125,0
"1938","belgium","antwerp","2020-05-27",38773537,"Hoogte",51.17362,4.39085,"Apartment","Entire home/apt",4,2,2,70,2,1125,1
"1939","belgium","antwerp","2020-05-27",38774367,"Hoogte",51.17506,4.39145,"Apartment","Entire home/apt",4,2,2,120,2,1125,1
"1940","belgium","antwerp","2020-05-27",38786463,"Oud - Berchem",51.20062,4.43348,"Townhouse","Shared room",16,1,20,22,1,1125,22
"1941","belgium","antwerp","2020-05-27",38806192,"Kiel",51.18206,4.38855,"Apartment","Entire home/apt",2,1,1,70,3,1125,0
"1942","belgium","antwerp","2020-05-27",38836444,"Oud - Berchem",51.20105,4.42573,"House","Private room",2,1,1,48,1,28,25
"1943","belgium","antwerp","2020-05-27",38868515,"Nieuw - Zuid",51.20502,4.38432,"Apartment","Entire home/apt",2,0,2,50,5,1125,16
"1944","belgium","antwerp","2020-05-27",38875064,"Universiteitsbuurt",51.22209,4.40627,"Boutique hotel","Private room",2,1,2,35,1,1125,0
"1945","belgium","antwerp","2020-05-27",38878107,"Dam",51.23323,4.42695,"Loft","Entire home/apt",12,2,6,195,1,7,24
"1946","belgium","antwerp","2020-05-27",38890949,"Markgrave",51.19779,4.40556,"Loft","Entire home/apt",5,2,2,179,1,1125,0
"1947","belgium","antwerp","2020-05-27",38898289,"Universiteitsbuurt",51.22385,4.40611,"Apartment","Entire home/apt",2,1,1,100,2,90,0
"1948","belgium","antwerp","2020-05-27",38913987,"Zuid",51.20836,4.39207,"Apartment","Entire home/apt",2,1,1,35,21,1125,2
"1949","belgium","antwerp","2020-05-27",38914248,"Dam",51.23472,4.42166,"Apartment","Entire home/apt",4,2,2,75,1,1125,0
"1950","belgium","antwerp","2020-05-27",38919382,"Universiteitsbuurt",51.22441,4.40612,"Apartment","Entire home/apt",2,0,1,100,2,90,0
"1951","belgium","antwerp","2020-05-27",38919694,"Historisch Centrum",51.22523,4.40464,"Apartment","Entire home/apt",2,0,1,100,2,90,0
"1952","belgium","antwerp","2020-05-27",38925489,"Universiteitsbuurt",51.2218,4.40661,"Apartment","Entire home/apt",3,1,2,55,1,1125,27
"1953","belgium","antwerp","2020-05-27",38934795,"Stadspark",51.21161,4.40861,"Apartment","Entire home/apt",6,2,2,95,1,1125,10
"1954","belgium","antwerp","2020-05-27",38954746,"Amandus - Atheneum",51.22007,4.41818,"Apartment","Entire home/apt",6,1,3,49,1,1125,0
"1955","belgium","antwerp","2020-05-27",38955405,"Sint-Andries",51.21534,4.39528,"Apartment","Entire home/apt",3,2,1,75,5,365,0
"1956","belgium","antwerp","2020-05-27",38967550,"Theaterbuurt-Meir",51.21512,4.41059,"Apartment","Entire home/apt",4,1,3,135,1,90,0
"1957","belgium","antwerp","2020-05-27",38972380,"Stadspark",51.2097,4.41073,"Apartment","Entire home/apt",5,2,3,100,1,1125,28
"1958","belgium","antwerp","2020-05-27",38975201,"Nieuw - Kwartier Oost",51.18402,4.44275,"Apartment","Entire home/apt",2,0,1,50,2,2,23
"1959","belgium","antwerp","2020-05-27",38978253,"Oud - Berchem",51.19356,4.42124,"Apartment","Entire home/apt",2,1,1,35,90,1125,29
"1960","belgium","antwerp","2020-05-27",39000837,"Theaterbuurt-Meir",51.21475,4.40461,"Apartment","Entire home/apt",3,1,1,1000,3,1125,29
"1961","belgium","antwerp","2020-05-27",39023588,"Wilrijk Centrum",51.17323,4.39231,"Apartment","Private room",1,1,1,24,2,1125,1
"1962","belgium","antwerp","2020-05-27",39028004,"Stadspark",51.20954,4.42283,"Apartment","Entire home/apt",2,1,1,50,2,30,0
"1963","belgium","antwerp","2020-05-27",39043040,"Deurne Zuid West",51.20448,4.46421,"House","Entire home/apt",4,2,3,60,2,1125,28
"1964","belgium","antwerp","2020-05-27",39043492,"Universiteitsbuurt",51.22475,4.41066,"Apartment","Entire home/apt",3,1,1,150,1,1125,30
"1965","belgium","antwerp","2020-05-27",39056809,"Historisch Centrum",51.22545,4.40152,"Apartment","Entire home/apt",4,2,3,120,1,1125,29
"1966","belgium","antwerp","2020-05-27",39080797,"Stadspark",51.20715,4.41807,"Apartment","Entire home/apt",3,1,1,50,2,1125,0
"1967","belgium","antwerp","2020-05-27",39092875,"Deurne Noord",51.23113,4.44406,"Apartment","Entire home/apt",2,0,1,40,3,21,0
"1968","belgium","antwerp","2020-05-27",39095779,"Zuid",51.20849,4.3942,"Apartment","Entire home/apt",2,1,1,35,21,1125,29
"1969","belgium","antwerp","2020-05-27",39095999,"Nieuw - Kwartier Oost",51.18322,4.4401,"Apartment","Private room",2,1,1,30,1,10,28
"1970","belgium","antwerp","2020-05-27",39096070,"Universiteitsbuurt",51.22008,4.40676,"Apartment","Entire home/apt",4,2,2,140,2,28,25
"1971","belgium","antwerp","2020-05-27",39133416,"Amandus - Atheneum",51.22711,4.4207,"Apartment","Entire home/apt",4,1,2,89,7,1125,0
"1972","belgium","antwerp","2020-05-27",39136646,"Stadspark",51.20811,4.41259,"Apartment","Entire home/apt",4,1,2,999,1,1125,30
"1973","belgium","antwerp","2020-05-27",39136779,"Stadspark",51.20743,4.41266,"Apartment","Entire home/apt",6,2,3,999,1,1125,30
"1974","belgium","antwerp","2020-05-27",39136863,"Stadspark",51.20785,4.41493,"Apartment","Entire home/apt",8,3,4,999,1,1125,30
"1975","belgium","antwerp","2020-05-27",39153801,"Theaterbuurt-Meir",51.21888,4.41273,"Apartment","Entire home/apt",2,1,1,125,1,1125,0
"1976","belgium","antwerp","2020-05-27",39165216,"Historisch Centrum",51.2219,4.39785,"Apartment","Entire home/apt",2,0,2,58,2,1125,24
"1977","belgium","antwerp","2020-05-27",39173850,"Centraal Station",51.21128,4.41921,"Apartment","Shared room",1,1,3,50,1,7,27
"1978","belgium","antwerp","2020-05-27",39174512,"Borgerhout Intra Muros Noord",51.21792,4.44451,"Loft","Entire home/apt",8,1,3,100,1,1125,30
"1979","belgium","antwerp","2020-05-27",39175921,"Borgerhout Intra Muros Noord",51.2177,4.44407,"Apartment","Private room",2,1,1,25,6,1125,0
"1980","belgium","antwerp","2020-05-27",39196316,"Historisch Centrum",51.22185,4.40427,"Apartment","Entire home/apt",2,1,1,85,1,1125,0
"1981","belgium","antwerp","2020-05-27",39208146,"Markgrave",51.19671,4.40992,"Loft","Entire home/apt",8,3,5,199,1,1125,0
"1982","belgium","antwerp","2020-05-27",39208343,"Markgrave",51.19606,4.41025,"Loft","Entire home/apt",8,3,5,95,1,1125,29
"1983","belgium","antwerp","2020-05-27",39208511,"Markgrave",51.19748,4.41027,"Loft","Entire home/apt",8,3,5,199,1,1125,30
"1984","belgium","antwerp","2020-05-27",39211625,"Borgerhout Extra Muros",51.20851,4.45309,"Apartment","Entire home/apt",3,1,2,78,1,1125,0
"1985","belgium","antwerp","2020-05-27",39249444,"Hoogte",51.17409,4.40403,"House","Entire home/apt",5,2,5,115,4,13,0
"1986","belgium","antwerp","2020-05-27",39289071,"Theaterbuurt-Meir",51.2101,4.40346,"Loft","Entire home/apt",2,1,1,90,1,1125,25
"1987","belgium","antwerp","2020-05-27",39292367,"Kiel",51.18955,4.37629,"Apartment","Entire home/apt",2,1,1,60,1,1125,0
"1988","belgium","antwerp","2020-05-27",39314466,"Borgerhout Intra Muros Zuid",51.20937,4.43342,"Apartment","Private room",4,1,2,16,1,1125,29
"1989","belgium","antwerp","2020-05-27",39329707,"Borgerhout Intra Muros Noord",51.21554,4.44305,"Townhouse","Private room",5,2,3,45,1,30,7
"1990","belgium","antwerp","2020-05-27",39330826,"Stadspark",51.2101,4.42278,"Apartment","Entire home/apt",10,2,7,72,1,1125,25
"1991","belgium","antwerp","2020-05-27",39331350,"Amandus - Atheneum",51.21909,4.42453,"Apartment","Entire home/apt",2,0,1,36,3,5,30
"1992","belgium","antwerp","2020-05-27",39332762,"Haringrode",51.20278,4.42112,"Apartment","Entire home/apt",5,2,4,90,1,1125,21
"1993","belgium","antwerp","2020-05-27",39342800,"Groenenhoek",51.19088,4.44899,"Apartment","Private room",2,2,2,65,1,1125,0
"1994","belgium","antwerp","2020-05-27",39348629,"Theaterbuurt-Meir",51.21751,4.40104,"Apartment","Entire home/apt",10,2,6,40,1,5,19
"1995","belgium","antwerp","2020-05-27",39385527,"Groenenhoek",51.19872,4.4426,"Apartment","Entire home/apt",2,1,1,50,1,1125,28
"1996","belgium","antwerp","2020-05-27",39401215,"Stadspark",51.20991,4.42108,"Serviced apartment","Entire home/apt",10,2,7,72,1,1125,26
"1997","belgium","antwerp","2020-05-27",39402577,"Haringrode",51.20826,4.42281,"Serviced apartment","Entire home/apt",10,2,7,72,1,1125,30
"1998","belgium","antwerp","2020-05-27",39403196,"Stadspark",51.20961,4.42129,"Apartment","Entire home/apt",10,2,7,74,1,1125,23
"1999","belgium","antwerp","2020-05-27",39417504,"Zuid",51.2064,4.38834,"Loft","Entire home/apt",4,1,1,99,1,1125,0
"2000","belgium","antwerp","2020-05-27",39439450,"Eilandje",51.2307,4.41879,"Apartment","Entire home/apt",4,2,3,160,2,1125,29
"2001","belgium","antwerp","2020-05-27",39471839,"Brederode",51.20504,4.39836,"Apartment","Entire home/apt",3,1,1,50,2,1125,0
"2002","belgium","antwerp","2020-05-27",39482509,"Oud - Berchem",51.19504,4.41956,"Hotel","Private room",2,0,1,89,1,1125,29
"2003","belgium","antwerp","2020-05-27",39482529,"Haringrode",51.2025,4.4198,"Hotel","Private room",2,0,1,179,1,1125,30
"2004","belgium","antwerp","2020-05-27",39484040,"Stadspark",51.20628,4.4142,"Apartment","Entire home/apt",2,1,1,96,2,1125,23
"2005","belgium","antwerp","2020-05-27",39493751,"Amandus - Atheneum",51.22951,4.41772,"Apartment","Entire home/apt",2,1,0,54,29,1125,0
"2006","belgium","antwerp","2020-05-27",39504410,"Eilandje",51.23193,4.40244,"Apartment","Entire home/apt",4,2,2,175,2,1125,0
"2007","belgium","antwerp","2020-05-27",39572996,"Theaterbuurt-Meir",51.21235,4.40928,"Apartment","Entire home/apt",3,0,1,65,2,1125,0
"2008","belgium","antwerp","2020-05-27",39576050,"Amandus - Atheneum",51.22919,4.4198,"Apartment","Entire home/apt",4,2,2,160,2,1125,0
"2009","belgium","antwerp","2020-05-27",39578032,"Theaterbuurt-Meir",51.21868,4.40673,"Apartment","Entire home/apt",9,2,5,35,1,4,23
"2010","belgium","antwerp","2020-05-27",39580214,"Theaterbuurt-Meir",51.21753,4.40651,"Apartment","Entire home/apt",8,1,4,35,1,5,17
"2011","belgium","antwerp","2020-05-27",39601703,"Universiteitsbuurt",51.22351,4.40903,"Loft","Entire home/apt",2,1,1,90,2,4,29
"2012","belgium","antwerp","2020-05-27",39606146,"Theaterbuurt-Meir",51.21716,4.4089,"Apartment","Entire home/apt",7,1,3,35,1,5,26
"2013","belgium","antwerp","2020-05-27",39626634,"Theaterbuurt-Meir",51.21614,4.40936,"Apartment","Entire home/apt",4,0,1,60,2,30,13
"2014","belgium","antwerp","2020-05-27",39638938,"Borgerhout Intra Muros Zuid",51.21233,4.43616,"Tiny house","Private room",2,1,2,65,1,1125,0
"2015","belgium","antwerp","2020-05-27",39644430,"Borgerhout Intra Muros Zuid",51.21412,4.43395,"House","Private room",2,1,1,49,1,31,19
"2016","belgium","antwerp","2020-05-27",39646197,"Universiteitsbuurt",51.22667,4.40772,"Apartment","Entire home/apt",4,2,2,140,3,1125,0
"2017","belgium","antwerp","2020-05-27",39659772,"Historisch Centrum",51.227,4.40366,"Apartment","Entire home/apt",2,1,1,68,2,10,19
"2018","belgium","antwerp","2020-05-27",39664757,"Brederode",51.19922,4.39241,"Apartment","Private room",2,1,1,40,2,5,27
"2019","belgium","antwerp","2020-05-27",39697333,"Harmonie",51.20691,4.40443,"Apartment","Entire home/apt",2,1,2,35,2,14,0
"2020","belgium","antwerp","2020-05-27",39709406,"Ekeren Centrum",51.28383,4.43338,"Apartment","Entire home/apt",4,2,2,120,7,30,0
"2021","belgium","antwerp","2020-05-27",39711213,"Deurne Zuid West",51.2037,4.45779,"Apartment","Entire home/apt",2,1,1,49,2,31,0
"2022","belgium","antwerp","2020-05-27",39713572,"Borgerhout Extra Muros",51.20116,4.44478,"Apartment","Entire home/apt",4,2,2,100,2,1125,28
"2023","belgium","antwerp","2020-05-27",39725023,"Amandus - Atheneum",51.22737,4.41775,"Apartment","Private room",2,1,1,58,1,1125,30
"2024","belgium","antwerp","2020-05-27",39728310,"Amandus - Atheneum",51.22725,4.42258,"Townhouse","Entire home/apt",3,1,1,50,1,1125,30
